Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F11760;13.06.2025;Brownie;6;61.69;Zeynep
F64746;22.06.2025;Brownie;6;111.81;Ayşe
F13143;09.06.2025;Brownie;5;178.51;Ayşe
F99628;01.06.2025;Brownie;4;116.39;Zeynep
F27318;19.06.2025;Brownie;7;86.1;Mehmet
F18261;25.06.2025;Brownie;5;108.8;Mehmet
F39188;09.06.2025;Brownie;10;150.32;Mehmet
F52185;04.06.2025;Brownie;9;101.05;Zeynep
F21553;13.06.2025;Brownie;9;129.95;Ayşe
F87314;22.06.2025;Brownie;4;127.38;Mehmet
F20759;21.06.2025;Brownie;8;79.55;Zeynep
F84072;02.06.2025;Brownie;6;116.8;Zeynep
F28865;23.06.2025;Brownie;10;160.49;Ayşe
F95686;15.06.2025;Brownie;6;95.42;Mehmet
F28795;11.06.2025;Brownie;3;88.49;Zeynep
F30768;11.06.2025;Brownie;7;54.33;Zeynep
F24501;03.07.2025;Türk Kahvesi 100g;21;179.61;Ayşe
F66584;25.07.2025;Türk Kahvesi 100g;24;133.91;Mehmet
F39678;09.07.2025;Türk Kahvesi 100g;18;49.21;Zeynep
F87905;18.07.2025;Türk Kahvesi 100g;14;137.77;Mehmet
F69466;04.07.2025;Türk Kahvesi 100g;19;184.65;Mehmet
F79992;24.07.2025;Türk Kahvesi 100g;35;107.0;Ayşe
F82971;25.07.2025;Türk Kahvesi 100g;11;187.6;Mehmet
F88366;20.07.2025;Türk Kahvesi 100g;21;167.65;Ayşe
F67094;28.07.2025;Türk Kahvesi 100g;30;65.34;Zeynep
F10891;27.07.2025;Türk Kahvesi 100g;19;128.7;Ayşe
F10212;24.07.2025;Türk Kahvesi 100g;16;81.95;Ayşe
F70305;01.07.2025;Türk Kahvesi 100g;23;59.39;Mehmet
F69345;17.07.2025;Türk Kahvesi 100g;6;105.14;Ayşe
F22283;13.07.2025;Türk Kahvesi 100g;35;45.54;Ayşe
F47946;26.07.2025;Filtre Kahve 250g;3;95.84;Zeynep
F22374;24.07.2025;Filtre Kahve 250g;6;140.81;Ayşe
F77205;27.07.2025;Filtre Kahve 250g;8;148.35;Mehmet
F88888;19.07.2025;Filtre Kahve 250g;2;51.8;Ayşe
F65276;07.07.2025;Filtre Kahve 250g;8;99.98;Ayşe
F56996;19.07.2025;Filtre Kahve 250g;3;130.89;Ayşe
F76089;13.07.2025;Filtre Kahve 250g;5;90.47;Zeynep
F88813;05.07.2025;Filtre Kahve 250g;5;67.28;Mehmet
F42242;02.07.2025;Filtre Kahve 250g;4;110.22;Mehmet
F30506;25.07.2025;Filtre Kahve 250g;3;92.72;Zeynep
F80131;24.07.2025;Filtre Kahve 250g;7;100.3;Mehmet
F75137;19.07.2025;Filtre Kahve 250g;4;73.27;Ayşe
F25783;22.07.2025;Filtre Kahve 250g;2;49.76;Zeynep
F38943;27.07.2025;Filtre Kahve 250g;5;113.33;Ayşe
F78136;24.07.2025;Filtre Kahve 250g;4;167.71;Zeynep
F37089;04.07.2025;Filtre Kahve 250g;3;146.42;Zeynep
F84339;12.07.2025;Sıcak Çikolata;41;124.85;Mehmet
F12771;20.07.2025;Sıcak Çikolata;36;51.35;Mehmet
F73750;01.07.2025;Sıcak Çikolata;27;81.8;Zeynep
F97647;11.07.2025;Sıcak Çikolata;17;133.0;Ayşe
F28574;23.07.2025;Sıcak Çikolata;32;173.04;Mehmet
F64470;20.07.2025;Sıcak Çikolata;37;114.42;Ayşe
F30809;06.07.2025;Sıcak Çikolata;36;176.1;Mehmet
F67391;05.07.2025;Sıcak Çikolata;32;97.58;Mehmet
F64103;02.07.2025;Sıcak Çikolata;56;128.1;Mehmet
F14111;20.07.2025;Sıcak Çikolata;21;45.28;Mehmet
F79169;19.07.2025;Sıcak Çikolata;37;91.5;Ayşe
F38016;12.07.2025;Sıcak Çikolata;15;84.52;Zeynep
F90227;14.07.2025;Sıcak Çikolata;17;59.15;Ayşe
F27118;26.07.2025;Sıcak Çikolata;44;162.5;Zeynep
F92980;18.07.2025;Sıcak Çikolata;5;161.5;Ayşe
F36688;11.07.2025;Sıcak Çikolata;21;76.77;Ayşe
F27431;19.07.2025;Sıcak Çikolata;21;124.37;Ayşe
F76931;04.07.2025;Sıcak Çikolata;15;56.22;Mehmet
F66714;10.07.2025;Sıcak Çikolata;28;179.13;Ayşe
F30994;23.07.2025;Sıcak Çikolata;17;56.98;Zeynep
F89913;14.07.2025;Yeşil Çay;11;87.6;Mehmet
F78117;07.07.2025;Yeşil Çay;6;89.15;Zeynep
F67143;23.07.2025;Yeşil Çay;12;141.84;Mehmet
F63556;28.07.2025;Yeşil Çay;5;164.09;Mehmet
F60517;10.07.2025;Yeşil Çay;4;166.14;Zeynep
F70142;11.07.2025;Yeşil Çay;10;72.67;Mehmet
F36063;18.07.2025;Yeşil Çay;13;76.81;Zeynep
F64861;05.07.2025;Yeşil Çay;4;105.99;Zeynep
F21796;17.07.2025;Yeşil Çay;12;91.33;Ayşe
F99969;13.07.2025;Yeşil Çay;15;100.91;Mehmet
F92381;09.07.2025;Yeşil Çay;1;65.55;Mehmet
F75829;28.07.2025;Yeşil Çay;11;173.11;Ayşe
F50432;17.07.2025;Yeşil Çay;6;50.09;Mehmet
F14333;02.07.2025;Sahlep;18;53.33;Zeynep
F38344;07.07.2025;Sahlep;33;146.23;Mehmet
F78600;12.07.2025;Sahlep;15;135.26;Mehmet
F20435;05.07.2025;Sahlep;30;150.53;Ayşe
F58407;15.07.2025;Sahlep;39;100.06;Zeynep
F49242;12.07.2025;Sahlep;18;135.22;Zeynep
F79604;16.07.2025;Sahlep;18;112.42;Mehmet
F51700;15.07.2025;Sahlep;36;59.47;Mehmet
F75044;25.07.2025;Sahlep;24;91.71;Ayşe
F32719;27.07.2025;Sahlep;13;90.41;Zeynep
F65440;25.07.2025;Sahlep;28;85.02;Zeynep
F51060;06.07.2025;Sahlep;28;99.8;Mehmet
F76039;02.07.2025;Sahlep;28;155.89;Ayşe
F92339;11.07.2025;Sahlep;11;148.34;Zeynep
F97441;11.07.2025;Sahlep;23;148.9;Ayşe
F65494;13.07.2025;Sahlep;35;147.83;Zeynep
F93191;19.07.2025;Sahlep;34;182.1;Ayşe
F53184;15.07.2025;Sahlep;34;121.89;Ayşe
F17138;21.07.2025;Sahlep;36;145.06;Mehmet
F60858;26.07.2025;Sahlep;11;62.08;Mehmet
F10954;15.07.2025;Sahlep;22;176.16;Zeynep
F48299;05.07.2025;Sahlep;8;53.44;Ayşe
F62428;10.07.2025;Sahlep;38;170.1;Zeynep
F15777;04.07.2025;Sahlep;32;171.95;Zeynep
F91121;03.07.2025;Limonata 1L;19;150.82;Zeynep
F44894;28.07.2025;Limonata 1L;14;71.88;Mehmet
F89404;05.07.2025;Limonata 1L;20;130.92;Zeynep
F94162;14.07.2025;Limonata 1L;25;138.98;Mehmet
F39392;17.07.2025;Limonata 1L;18;56.49;Mehmet
F76061;26.07.2025;Limonata 1L;29;183.59;Ayşe
F29673;02.07.2025;Limonata 1L;27;88.35;Mehmet
F97157;28.07.2025;Limonata 1L;23;141.69;Zeynep
F30709;24.07.2025;Limonata 1L;28;121.12;Mehmet
F96823;16.07.2025;Limonata 1L;15;63.54;Mehmet
F46211;17.07.2025;Limonata 1L;17;59.19;Ayşe
F16511;20.07.2025;Limonata 1L;42;67.32;Ayşe
F96308;03.07.2025;Limonata 1L;19;139.23;Mehmet
F59355;19.07.2025;Limonata 1L;27;143.54;Ayşe
F65666;25.07.2025;Limonata 1L;9;185.42;Zeynep
F49806;06.07.2025;Limonata 1L;14;149.81;Zeynep
F17764;17.07.2025;Limonata 1L;16;109.53;Zeynep
F12262;03.07.2025;Limonata 1L;32;54.66;Ayşe
F72670;20.07.2025;Limonata 1L;13;186.42;Ayşe
F48647;16.07.2025;Limonata 1L;27;68.9;Zeynep
F49553;07.07.2025;Limonata 1L;22;50.75;Mehmet
F26575;06.07.2025;Limonata 1L;13;133.18;Zeynep
F86275;12.07.2025;Limonata 1L;19;146.88;Mehmet
F92134;12.07.2025;Limonata 1L;23;139.28;Mehmet
F42027;17.07.2025;Ihlamur;1;87.15;Ayşe
F19812;10.07.2025;Ihlamur;1;172.96;Mehmet
F89242;17.07.2025;Ihlamur;1;180.07;Ayşe
F76859;22.07.2025;Ihlamur;1;53.49;Mehmet
F66763;15.07.2025;Ihlamur;1;85.26;Ayşe
F48091;07.07.2025;Ihlamur;1;170.11;Zeynep
F47724;07.07.2025;Ihlamur;1;72.66;Mehmet
F68447;04.07.2025;Ihlamur;1;97.56;Mehmet
F44488;08.07.2025;Ihlamur;1;123.56;Zeynep
F61050;08.07.2025;Ihlamur;1;46.14;Ayşe
F98270;06.07.2025;Ihlamur;1;146.26;Ayşe
F32447;01.07.2025;Ihlamur;1;168.52;Mehmet
F95145;17.07.2025;Ihlamur;1;130.96;Zeynep
F65602;14.07.2025;Ihlamur;1;140.15;Ayşe
F54682;18.07.2025;Ihlamur;1;80.26;Zeynep
F70510;19.07.2025;Ihlamur;1;117.4;Ayşe
F40370;03.07.2025;Ihlamur;1;126.03;Ayşe
F32589;14.07.2025;Ihlamur;1;48.88;Zeynep
F52280;05.07.2025;Ihlamur;1;59.58;Zeynep
F17847;04.07.2025;Ihlamur;1;126.21;Mehmet
F24572;20.07.2025;Ihlamur;1;169.75;Ayşe
F42371;19.07.2025;Ihlamur;1;139.23;Ayşe
F75314;13.07.2025;Ihlamur;1;54.35;Zeynep
F12025;02.07.2025;Ihlamur;1;52.44;Zeynep
F27204;06.07.2025;Cheesecake Dilim;19;113.35;Ayşe
F12403;23.07.2025;Cheesecake Dilim;11;136.27;Ayşe
F93919;11.07.2025;Cheesecake Dilim;14;189.15;Zeynep
F87928;01.07.2025;Cheesecake Dilim;13;66.45;Ayşe
F66363;15.07.2025;Cheesecake Dilim;25;159.35;Zeynep
F73318;14.07.2025;Cheesecake Dilim;2;76.1;Zeynep
F55625;11.07.2025;Cheesecake Dilim;14;122.96;Zeynep
F74472;06.07.2025;Cheesecake Dilim;13;121.54;Mehmet
F64710;15.07.2025;Cheesecake Dilim;10;179.12;Mehmet
F26555;21.07.2025;Cheesecake Dilim;15;153.06;Ayşe
F69002;18.07.2025;Cheesecake Dilim;30;46.32;Ayşe
F35362;22.07.2025;Cheesecake Dilim;23;173.49;Mehmet
F43669;20.07.2025;Cheesecake Dilim;16;170.73;Zeynep
F97479;09.07.2025;San Sebastian;40;150.55;Ayşe
F18810;11.07.2025;San Sebastian;31;61.68;Mehmet
F77202;26.07.2025;San Sebastian;26;186.71;Mehmet
F44247;02.07.2025;San Sebastian;5;47.55;Ayşe
F34504;14.07.2025;San Sebastian;20;47.65;Zeynep
F99788;25.07.2025;San Sebastian;24;68.26;Mehmet
F24752;09.07.2025;San Sebastian;15;139.41;Mehmet
F57677;14.07.2025;San Sebastian;20;164.3;Mehmet
F49340;18.07.2025;San Sebastian;11;70.33;Zeynep
F64233;27.07.2025;San Sebastian;23;188.29;Ayşe
F25510;25.07.2025;San Sebastian;11;167.47;Ayşe
F80624;16.07.2025;San Sebastian;30;87.33;Zeynep
F74424;27.07.2025;San Sebastian;15;115.56;Mehmet
F78360;25.07.2025;San Sebastian;36;99.53;Zeynep
F63407;22.07.2025;San Sebastian;22;139.01;Ayşe
F51621;26.07.2025;San Sebastian;24;142.29;Ayşe
F13647;06.07.2025;San Sebastian;27;120.34;Zeynep
F51693;16.07.2025;San Sebastian;14;129.84;Mehmet
F66313;08.07.2025;Brownie;3;141.45;Ayşe
F26600;16.07.2025;Brownie;4;119.54;Zeynep
F35223;14.07.2025;Brownie;7;54.47;Ayşe
F99220;13.07.2025;Brownie;5;137.99;Mehmet
F78183;15.07.2025;Brownie;7;179.66;Mehmet
F23356;01.07.2025;Brownie;1;97.2;Zeynep
F86814;07.07.2025;Brownie;7;47.81;Zeynep
F32016;19.07.2025;Brownie;4;139.91;Mehmet
F62414;24.07.2025;Brownie;5;71.93;Zeynep
F58063;28.07.2025;Brownie;3;172.65;Ayşe
F57417;27.07.2025;Brownie;1;110.83;Ayşe
F44008;21.07.2025;Brownie;5;89.02;Zeynep
F50570;25.07.2025;Brownie;5;67.69;Ayşe
F53473;24.07.2025;Brownie;3;121.87;Zeynep
F32284;12.07.2025;Brownie;3;131.87;Ayşe
F84751;25.07.2025;Brownie;3;64.23;Zeynep
F76401;01.07.2025;Brownie;3;112.77;Mehmet
F46583;09.07.2025;Brownie;2;147.08;Zeynep
F41260;28.07.2025;Brownie;2;62.25;Zeynep
F35515;19.07.2025;Brownie;3;75.53;Zeynep
F32009;09.07.2025;Brownie;1;60.55;Ayşe
F39737;09.07.2025;Brownie;4;63.25;Mehmet
F68593;27.07.2025;Brownie;3;156.94;Mehmet
F20038;05.07.2025;Brownie;4;95.32;Zeynep
F87148;14.08.2025;Türk Kahvesi 100g;17;138.38;Ayşe
F85744;21.08.2025;Türk Kahvesi 100g;16;167.86;Mehmet
F87096;13.08.2025;Türk Kahvesi 100g;25;84.34;Zeynep
F20638;07.08.2025;Türk Kahvesi 100g;12;179.6;Ayşe
F72635;23.08.2025;Türk Kahvesi 100g;9;119.87;Ayşe
F54979;06.08.2025;Türk Kahvesi 100g;31;173.82;Ayşe
F80864;22.08.2025;Türk Kahvesi 100g;40;69.37;Zeynep
F13259;14.08.2025;Türk Kahvesi 100g;29;109.81;Mehmet
F30190;04.08.2025;Türk Kahvesi 100g;25;171.14;Ayşe
F45326;21.08.2025;Türk Kahvesi 100g;25;174.73;Mehmet
F71631;09.08.2025;Türk Kahvesi 100g;33;163.28;Zeynep
F53490;21.08.2025;Türk Kahvesi 100g;36;66.78;Ayşe
F83556;16.08.2025;Türk Kahvesi 100g;35;184.69;Mehmet
F31635;04.08.2025;Filtre Kahve 250g;9;163.82;Ayşe
F34605;14.08.2025;Filtre Kahve 250g;6;174.47;Mehmet
F72160;10.08.2025;Filtre Kahve 250g;4;186.93;Mehmet
F49399;14.08.2025;Filtre Kahve 250g;3;141.04;Mehmet
F62625;10.08.2025;Filtre Kahve 250g;5;74.36;Zeynep
F29664;24.08.2025;Filtre Kahve 250g;4;84.84;Mehmet
F44368;24.08.2025;Filtre Kahve 250g;4;95.25;Zeynep
F66281;11.08.2025;Filtre Kahve 250g;3;169.34;Ayşe
F85431;01.08.2025;Filtre Kahve 250g;7;132.01;Ayşe
F20934;08.08.2025;Filtre Kahve 250g;4;132.24;Mehmet
F54521;10.08.2025;Filtre Kahve 250g;2;126.79;Zeynep
F16130;05.08.2025;Filtre Kahve 250g;6;84.29;Ayşe
F99394;28.08.2025;Filtre Kahve 250g;2;75.82;Mehmet
F62046;09.08.2025;Filtre Kahve 250g;8;99.17;Mehmet
F52838;07.08.2025;Sıcak Çikolata;36;121.07;Mehmet
F42254;12.08.2025;Sıcak Çikolata;18;49.47;Zeynep
F18281;21.08.2025;Sıcak Çikolata;39;68.36;Zeynep
F64956;10.08.2025;Sıcak Çikolata;14;179.9;Zeynep
F69289;16.08.2025;Sıcak Çikolata;11;72.93;Ayşe
F88700;16.08.2025;Sıcak Çikolata;12;92.32;Ayşe
F44944;24.08.2025;Sıcak Çikolata;36;84.57;Zeynep
F73210;15.08.2025;Sıcak Çikolata;36;86.93;Zeynep
F77469;06.08.2025;Sıcak Çikolata;21;89.78;Zeynep
F22185;10.08.2025;Sıcak Çikolata;23;158.63;Ayşe
F52286;14.08.2025;Sıcak Çikolata;24;101.65;Mehmet
F80460;12.08.2025;Sıcak Çikolata;16;168.55;Ayşe
F52319;28.08.2025;Sıcak Çikolata;15;56.73;Mehmet
F96126;28.08.2025;Sıcak Çikolata;41;163.91;Mehmet
F26713;09.08.2025;Sıcak Çikolata;14;173.94;Mehmet
F58227;09.08.2025;Sıcak Çikolata;9;56.63;Zeynep
F79141;28.08.2025;Sıcak Çikolata;30;163.02;Zeynep
F60223;13.08.2025;Sıcak Çikolata;18;58.33;Mehmet
F35212;12.08.2025;Sıcak Çikolata;50;99.42;Ayşe
F89541;17.08.2025;Sıcak Çikolata;31;115.99;Mehmet
F70693;05.08.2025;Sıcak Çikolata;49;56.18;Ayşe
F68822;20.08.2025;Sıcak Çikolata;38;126.21;Zeynep
F41310;06.08.2025;Sıcak Çikolata;30;56.33;Ayşe
F76442;26.08.2025;Sıcak Çikolata;32;142.66;Zeynep
F39425;26.08.2025;Sıcak Çikolata;41;103.33;Ayşe
F79924;25.08.2025;Yeşil Çay;5;180.95;Mehmet
F38388;23.08.2025;Yeşil Çay;14;92.07;Ayşe
F95038;21.08.2025;Yeşil Çay;8;107.88;Mehmet
F98566;23.08.2025;Yeşil Çay;11;131.63;Zeynep
F14165;17.08.2025;Yeşil Çay;11;99.44;Mehmet
F44137;27.08.2025;Yeşil Çay;7;65.85;Mehmet
F48448;02.08.2025;Yeşil Çay;3;179.03;Mehmet
F51087;28.08.2025;Yeşil Çay;8;111.13;Zeynep
F66565;24.08.2025;Yeşil Çay;6;88.43;Zeynep
F26099;03.08.2025;Yeşil Çay;7;131.15;Mehmet
F16248;17.08.2025;Yeşil Çay;7;186.64;Zeynep
F60778;12.08.2025;Yeşil Çay;1;120.17;Zeynep
F11924;05.08.2025;Yeşil Çay;4;163.34;Zeynep
F57319;02.08.2025;Yeşil Çay;5;59.73;Mehmet
F19664;17.08.2025;Yeşil Çay;7;64.38;Ayşe
F89618;06.08.2025;Yeşil Çay;11;79.35;Mehmet
F62769;05.08.2025;Yeşil Çay;12;67.13;Ayşe
F34233;14.08.2025;Yeşil Çay;6;172.96;Mehmet
F68018;26.08.2025;Sahlep;31;127.17;Zeynep
F65422;05.08.2025;Sahlep;14;181.81;Zeynep
F95987;28.08.2025;Sahlep;15;61.56;Ayşe
F16068;21.08.2025;Sahlep;41;64.74;Ayşe
F32493;23.08.2025;Sahlep;31;180.33;Zeynep
F25344;08.08.2025;Sahlep;19;144.51;Zeynep
F70275;22.08.2025;Sahlep;19;94.01;Ayşe
F48872;09.08.2025;Sahlep;23;115.29;Mehmet
F66121;12.08.2025;Sahlep;25;64.32;Mehmet
F76770;27.08.2025;Sahlep;31;49.98;Zeynep
F32978;17.08.2025;Sahlep;26;147.82;Ayşe
F25249;18.08.2025;Sahlep;24;131.29;Mehmet
F10344;15.08.2025;Sahlep;25;51.19;Mehmet
F21701;14.08.2025;Sahlep;39;62.65;Zeynep
F74334;12.08.2025;Sahlep;33;119.31;Zeynep
F33076;16.08.2025;Sahlep;12;100.91;Ayşe
F97587;27.08.2025;Sahlep;43;58.74;Ayşe
F59100;05.08.2025;Sahlep;22;112.82;Ayşe
F59331;06.08.2025;Sahlep;33;174.94;Mehmet
F34854;18.08.2025;Sahlep;37;134.92;Mehmet
F59722;08.08.2025;Sahlep;19;82.62;Mehmet
F49062;16.08.2025;Limonata 1L;24;163.02;Zeynep
F72451;12.08.2025;Limonata 1L;14;174.34;Zeynep
F69481;08.08.2025;Limonata 1L;12;137.98;Mehmet
F52332;08.08.2025;Limonata 1L;27;149.56;Mehmet
F69696;06.08.2025;Limonata 1L;27;88.16;Ayşe
F50716;22.08.2025;Limonata 1L;17;79.03;Mehmet
F32814;13.08.2025;Limonata 1L;12;137.07;Zeynep
F74656;14.08.2025;Limonata 1L;21;86.89;Ayşe
F84392;23.08.2025;Limonata 1L;20;147.06;Ayşe
F39534;08.08.2025;Limonata 1L;11;128.15;Ayşe
F22740;17.08.2025;Limonata 1L;15;162.44;Mehmet
F57869;25.08.2025;Limonata 1L;24;45.59;Mehmet
F14788;14.08.2025;Ihlamur;1;172.01;Zeynep
F14663;10.08.2025;Ihlamur;1;186.39;Zeynep
F97462;24.08.2025;Ihlamur;1;155.73;Ayşe
F75776;25.08.2025;Ihlamur;1;68.39;Ayşe
F59937;16.08.2025;Ihlamur;1;187.39;Zeynep
F70754;25.08.2025;Ihlamur;1;175.87;Zeynep
F96201;19.08.2025;Ihlamur;1;179.87;Zeynep
F35346;07.08.2025;Ihlamur;1;165.22;Mehmet
F90919;14.08.2025;Ihlamur;1;71.99;Zeynep
F60489;17.08.2025;Ihlamur;1;97.9;Zeynep
F28809;26.08.2025;Ihlamur;1;81.36;Zeynep
F20974;17.08.2025;Ihlamur;1;76.0;Mehmet
F97176;09.08.2025;Ihlamur;1;147.38;Ayşe
F21344;12.08.2025;Ihlamur;1;166.49;Ayşe
F11350;18.08.2025;Ihlamur;1;112.09;Mehmet
F76848;24.08.2025;Ihlamur;1;187.42;Ayşe
F74373;12.08.2025;Ihlamur;1;46.25;Mehmet
F12076;17.08.2025;Cheesecake Dilim;20;148.15;Mehmet
F10106;13.08.2025;Cheesecake Dilim;19;93.35;Zeynep
F70189;18.08.2025;Cheesecake Dilim;28;91.51;Mehmet
F43349;26.08.2025;Cheesecake Dilim;26;120.48;Mehmet
F35192;10.08.2025;Cheesecake Dilim;17;96.92;Mehmet
F88275;01.08.2025;Cheesecake Dilim;14;63.51;Ayşe
F90599;25.08.2025;Cheesecake Dilim;13;59.18;Ayşe
F12657;02.08.2025;Cheesecake Dilim;10;118.49;Zeynep
F48575;08.08.2025;Cheesecake Dilim;20;75.97;Ayşe
F55794;20.08.2025;Cheesecake Dilim;20;160.46;Ayşe
F81642;14.08.2025;Cheesecake Dilim;18;98.87;Mehmet
F46722;21.08.2025;Cheesecake Dilim;10;175.85;Mehmet
F82558;03.08.2025;Cheesecake Dilim;18;169.02;Ayşe
F29055;11.08.2025;Cheesecake Dilim;18;173.87;Zeynep
F47957;19.08.2025;Cheesecake Dilim;16;56.66;Ayşe
F55873;04.08.2025;Cheesecake Dilim;17;100.6;Zeynep
F90578;15.08.2025;San Sebastian;24;100.55;Zeynep
F70413;19.08.2025;San Sebastian;18;151.3;Mehmet
F40759;21.08.2025;San Sebastian;14;76.48;Ayşe
F61376;05.08.2025;San Sebastian;19;176.74;Mehmet
F90308;27.08.2025;San Sebastian;17;122.45;Ayşe
F57395;20.08.2025;San Sebastian;43;187.26;Zeynep
F36582;24.08.2025;San Sebastian;24;98.0;Mehmet
F16894;07.08.2025;San Sebastian;24;93.2;Mehmet
F34452;19.08.2025;San Sebastian;32;70.21;Ayşe
F14788;06.08.2025;San Sebastian;35;140.44;Mehmet
F46882;04.08.2025;San Sebastian;22;73.88;Mehmet
F80738;12.08.2025;San Sebastian;29;52.62;Mehmet
F36283;20.08.2025;San Sebastian;35;133.03;Ayşe
F44465;02.08.2025;San Sebastian;23;169.82;Mehmet
F71016;28.08.2025;San Sebastian;38;160.44;Ayşe
F80770;06.08.2025;San Sebastian;19;186.25;Mehmet
F33528;26.08.2025;San Sebastian;18;163.17;Mehmet
F26891;21.08.2025;San Sebastian;25;72.31;Ayşe
F82774;09.08.2025;San Sebastian;25;121.93;Ayşe
F13517;07.08.2025;San Sebastian;11;169.84;Ayşe
F58287;10.08.2025;San Sebastian;7;102.17;Mehmet
F76196;13.08.2025;San Sebastian;1;103.97;Ayşe
F20679;26.08.2025;San Sebastian;40;73.97;Zeynep
F69066;01.08.2025;Brownie;1;158.74;Zeynep
F89270;24.08.2025;Brownie;2;62.8;Ayşe
F82387;08.08.2025;Brownie;5;55.64;Ayşe
F76262;05.08.2025;Brownie;3;50.15;Mehmet
F70689;13.08.2025;Brownie;4;89.23;Ayşe
F18098;20.08.2025;Brownie;4;102.28;Zeynep
F14470;07.08.2025;Brownie;5;51.43;Mehmet
F62756;21.08.2025;Brownie;4;174.77;Zeynep
F38247;06.08.2025;Brownie;3;130.17;Zeynep
F94187;21.08.2025;Brownie;2;83.57;Ayşe
F17602;03.08.2025;Brownie;4;70.32;Mehmet
F10055;18.08.2025;Brownie;4;146.99;Mehmet
F82048;09.08.2025;Brownie;6;54.51;Mehmet
F48556;10.08.2025;Brownie;3;59.81;Ayşe
F22849;11.08.2025;Brownie;5;171.42;Zeynep
F31240;10.08.2025;Brownie;5;97.62;Zeynep
F63316;20.08.2025;Brownie;5;79.11;Mehmet
F18273;01.08.2025;Brownie;5;189.55;Ayşe
F82422;05.08.2025;Brownie;1;104.81;Mehmet
F58886;24.08.2025;Brownie;5;50.11;Ayşe
F68261;20.08.2025;Brownie;4;124.26;Zeynep
F77440;07.08.2025;Brownie;4;64.63;Ayşe
F87700;16.09.2025;Türk Kahvesi 100g;23;174.25;Ayşe
F13021;24.09.2025;Türk Kahvesi 100g;20;118.17;Ayşe
F34097;03.09.2025;Türk Kahvesi 100g;22;77.16;Mehmet
F44146;11.09.2025;Türk Kahvesi 100g;55;87.16;Zeynep
F32021;04.09.2025;Türk Kahvesi 100g;45;168.67;Mehmet
F32400;17.09.2025;Türk Kahvesi 100g;49;71.46;Ayşe
F93547;21.09.2025;Türk Kahvesi 100g;42;115.91;Mehmet
F43968;08.09.2025;Türk Kahvesi 100g;36;98.01;Zeynep
F71164;19.09.2025;Türk Kahvesi 100g;23;90.57;Zeynep
F81584;24.09.2025;Türk Kahvesi 100g;55;96.53;Mehmet
F99912;16.09.2025;Türk Kahvesi 100g;54;186.54;Mehmet
F77165;15.09.2025;Türk Kahvesi 100g;30;67.71;Mehmet
F32097;21.09.2025;Türk Kahvesi 100g;9;182.01;Mehmet
F71923;03.09.2025;Türk Kahvesi 100g;61;164.63;Mehmet
F38741;04.09.2025;Türk Kahvesi 100g;11;126.9;Ayşe
F29931;09.09.2025;Türk Kahvesi 100g;33;54.88;Zeynep
F35109;07.09.2025;Türk Kahvesi 100g;32;117.61;Mehmet
F48529;15.09.2025;Türk Kahvesi 100g;51;180.65;Mehmet
F41633;24.09.2025;Türk Kahvesi 100g;37;178.9;Mehmet
F62490;08.09.2025;Türk Kahvesi 100g;39;48.32;Mehmet
F42981;06.09.2025;Türk Kahvesi 100g;37;85.48;Ayşe
F38161;08.09.2025;Türk Kahvesi 100g;33;130.48;Mehmet
F10990;13.09.2025;Türk Kahvesi 100g;31;169.48;Mehmet
F15852;17.09.2025;Türk Kahvesi 100g;24;123.83;Ayşe
F70252;06.09.2025;Filtre Kahve 250g;4;91.71;Ayşe
F15568;04.09.2025;Filtre Kahve 250g;3;134.65;Mehmet
F67954;07.09.2025;Filtre Kahve 250g;7;139.65;Zeynep
F79852;15.09.2025;Filtre Kahve 250g;7;46.52;Zeynep
F29974;16.09.2025;Filtre Kahve 250g;7;170.46;Zeynep
F19475;27.09.2025;Filtre Kahve 250g;7;97.66;Ayşe
F67056;18.09.2025;Filtre Kahve 250g;7;108.85;Zeynep
F92879;18.09.2025;Filtre Kahve 250g;5;57.31;Ayşe
F60465;25.09.2025;Filtre Kahve 250g;5;160.36;Zeynep
F66864;16.09.2025;Filtre Kahve 250g;5;88.48;Ayşe
F47629;13.09.2025;Filtre Kahve 250g;5;188.35;Mehmet
F53191;21.09.2025;Filtre Kahve 250g;6;139.84;Mehmet
F51526;19.09.2025;Filtre Kahve 250g;7;70.99;Ayşe
F70492;08.09.2025;Filtre Kahve 250g;2;140.89;Mehmet
F79358;01.09.2025;Filtre Kahve 250g;3;120.31;Ayşe
F30179;05.09.2025;Filtre Kahve 250g;10;130.88;Ayşe
F44477;08.09.2025;Sıcak Çikolata;25;97.72;Mehmet
F66209;06.09.2025;Sıcak Çikolata;68;113.81;Ayşe
F11361;10.09.2025;Sıcak Çikolata;64;116.99;Mehmet
F23851;25.09.2025;Sıcak Çikolata;42;183.72;Mehmet
F44106;15.09.2025;Sıcak Çikolata;65;106.92;Ayşe
F18381;19.09.2025;Sıcak Çikolata;51;96.17;Mehmet
F69248;24.09.2025;Sıcak Çikolata;12;50.0;Ayşe
F77991;24.09.2025;Sıcak Çikolata;38;93.49;Zeynep
F74238;14.09.2025;Sıcak Çikolata;35;54.87;Ayşe
F82043;16.09.2025;Sıcak Çikolata;14;82.51;Ayşe
F43425;04.09.2025;Sıcak Çikolata;34;150.44;Zeynep
